file_name	xml_file	bmp_exists	num_segments	segment_ranges
ae09_022	ae09_022.xml	True	5	68-218; 230-305; 315-338; 356-395; 402-416
ae09_023	ae09_023.xml	True	7	58-84; 131-131; 203-227; 264-289; 297-309; 323-396; 433-506
ae09_024	ae09_024.xml	True	9	32-94; 103-127; 161-203; 220-230; 243-260; 265-325; 386-414; 440-444; 511-533
ae09_025	ae09_025.xml	True	6	41-67; 75-98; 138-162; 181-186; 245-277; 289-292
ae09_026	ae09_026.xml	True	5	48-79; 85-120; 157-171; 210-230; 244-255
ae09_027	ae09_027.xml	True	4	29-40; 70-112; 150-250; 284-340
ae09_028	ae09_028.xml	True	5	71-113; 124-192; 207-324; 330-342; 402-420
ae09_029	ae09_029.xml	True	6	71-90; 100-115; 158-179; 215-293; 316-336; 342-390
ae09_030	ae09_030.xml	True	12	66-66; 120-138; 154-181; 210-273; 315-330; 355-406; 425-466; 474-530; 577-659; 664-683; 690-690; 736-779
ae09_031	ae09_031.xml	True	7	306-332; 340-360; 394-419; 428-453; 513-551; 567-584; 591-605
ae09_032	ae09_032.xml	True	10	66-99; 109-140; 147-151; 209-230; 241-256; 264-339; 366-380; 386-400; 444-493; 503-534
ae09_033	ae09_033.xml	True	8	45-81; 138-167; 173-234; 241-296; 326-339; 389-419; 426-515; 523-550
ae09_034	ae09_034.xml	True	11	30-47; 58-62; 108-131; 156-212; 256-319; 354-376; 381-395; 431-472; 491-502; 542-558; 568-582
ae09_035	ae09_035.xml	True	8	47-76; 100-106; 175-195; 204-218; 227-301; 344-359; 385-422; 431-431
ae09_036	ae09_036.xml	True	5	40-61; 73-132; 173-223; 280-339; 383-417
ae09_037	ae09_037.xml	True	6	24-43; 96-123; 160-271; 311-332; 361-387; 397-420
ae09_038	ae09_038.xml	True	3	227-227; 348-397; 402-431
ae09_039	ae09_039.xml	True	13	62-62; 112-144; 153-180; 204-231; 270-280; 299-375; 426-446; 457-486; 507-547; 555-576; 584-584; 637-667; 694-701
ae09_040	ae09_040.xml	True	6	26-35; 59-93; 148-198; 247-259; 266-324; 360-428
ae09_041	ae09_041.xml	True	6	22-25; 69-115; 122-152; 157-176; 228-266; 278-305
ae09_042	ae09_042.xml	True	3	43-67; 78-87; 106-211
ae09_043	ae09_043.xml	True	7	79-118; 127-170; 206-254; 273-369; 408-416; 442-450; 491-519
ae09_044	ae09_044.xml	True	2	92-128; 141-179
ae09_045	ae09_045.xml	True	7	18-31; 76-120; 167-218; 224-244; 249-266; 273-320; 363-416
ae09_046	ae09_046.xml	True	7	62-79; 85-171; 189-206; 220-236; 241-292; 334-406; 416-432
ae09_047	ae09_047.xml	True	2	49-64; 71-157
ae09_048	ae09_048.xml	True	6	25-37; 183-206; 240-282; 291-302; 317-385; 451-600
ae09_049	ae09_049.xml	True	8	18-30; 37-70; 88-164; 201-201; 209-269; 306-347; 365-387; 395-436
ae09_050	ae09_050.xml	True	5	22-48; 59-90; 118-217; 298-342; 390-453
ae09_051	ae09_051.xml	True	8	46-67; 78-99; 133-161; 171-192; 201-257; 289-298; 323-356; 393-567
ae09_052	ae09_052.xml	True	8	36-36; 73-117; 122-148; 154-189; 247-315; 375-436; 445-479; 509-609
ae09_053	ae09_053.xml	True	6	39-69; 100-125; 134-178; 210-226; 258-311; 338-418
ae09_054	ae09_054.xml	True	8	29-53; 81-101; 117-150; 196-294; 304-316; 331-383; 416-448; 456-548
ae09_055	ae09_055.xml	True	13	42-66; 106-129; 143-174; 209-227; 232-247; 256-301; 325-361; 367-388; 394-410; 442-459; 495-577; 615-657; 664-683
ae09_056	ae09_056.xml	True	7	44-81; 92-112; 120-139; 187-276; 312-352; 386-407; 419-443
ae09_057	ae09_057.xml	True	6	34-69; 79-95; 105-136; 144-172; 224-243; 252-274
ae09_058	ae09_058.xml	True	6	30-54; 64-100; 130-171; 241-330; 355-383; 389-426
ae19_001	ae19_001.xml	True	9	32-49; 73-119; 141-146; 177-182; 213-222; 234-250; 271-285; 299-315; 326-348
ae19_002	ae19_002.xml	True	5	42-58; 106-106; 126-154; 177-185; 196-224
ae19_003	ae19_003.xml	True	13	78-92; 126-136; 151-187; 205-251; 277-288; 310-354; 378-378; 403-407; 436-448; 458-489; 507-507; 533-548; 563-576
ae19_004	ae19_004.xml	True	16	23-23; 44-58; 66-83; 100-112; 145-158; 165-202; 233-241; 258-258; 271-295; 323-328; 352-362; 373-379; 394-423; 488-488; 504-514; 550-550
ae19_005	ae19_005.xml	True	8	36-50; 64-83; 102-109; 138-153; 174-209; 251-259; 275-275; 299-311
ae19_006	ae19_006.xml	True	3	58-66; 105-128; 148-203
ae19_007	ae19_007.xml	True	5	29-38; 50-59; 91-91; 131-147; 165-175
ae19_008	ae19_008.xml	True	9	37-40; 63-71; 100-108; 120-124; 140-185; 218-218; 238-243; 265-279; 287-309
ae19_009	ae19_009.xml	True	3	57-68; 110-142; 153-182
ae19_010	ae19_010.xml	True	11	23-23; 44-44; 65-71; 95-101; 142-149; 159-166; 174-201; 229-236; 258-258; 287-296; 316-338
ae19_011	ae19_011.xml	True	8	44-44; 91-91; 105-120; 149-164; 177-212; 252-262; 282-282; 315-327
ae19_012	ae19_012.xml	True	2	31-41; 63-79
ae19_013	ae19_013.xml	True	8	25-37; 48-58; 84-105; 126-126; 141-150; 158-194; 274-286; 307-307
ae19_014	ae19_014.xml	True	10	33-44; 74-82; 94-94; 121-127; 152-158; 180-211; 236-245; 266-266; 275-295; 339-359
ae19_015	ae19_015.xml	True	11	45-45; 80-80; 116-116; 145-178; 193-204; 221-221; 237-245; 263-296; 336-347; 367-367; 390-402
ae19_016	ae19_016.xml	True	4	51-57; 78-92; 108-113; 147-152
ae19_017	ae19_017.xml	True	4	29-45; 67-88; 94-134; 153-153
ae19_018	ae19_018.xml	True	10	33-43; 55-57; 72-77; 87-119; 147-159; 195-205; 224-255; 270-278; 308-314; 347-360
ae19_019	ae19_019.xml	True	5	53-81; 89-104; 146-157; 173-185; 193-216
ae19_020	ae19_020.xml	True	15	41-43; 62-69; 110-121; 148-155; 164-169; 181-213; 233-244; 272-276; 283-295; 314-323; 344-348; 363-402; 441-453; 470-479; 497-510
ae19_022	ae19_022.xml	True	3	43-59; 65-75; 104-110
ae19_023	ae19_023.xml	True	4	34-34; 67-67; 77-90; 117-133
ae19_024	ae19_024.xml	True	6	29-46; 65-65; 85-99; 114-121; 142-151; 163-176
ae19_025	ae19_025.xml	True	16	31-32; 51-64; 107-113; 145-149; 160-170; 184-216; 235-247; 268-285; 310-317; 326-328; 349-355; 374-376; 389-427; 458-470; 481-492; 514-535
ae19_026	ae19_026.xml	True	5	25-42; 75-90; 95-119; 155-169; 195-207
ae19_027	ae19_027.xml	True	3	25-34; 71-76; 112-141
ae19_028	ae19_028.xml	True	7	55-55; 96-109; 137-146; 158-168; 176-225; 266-285; 295-320
ae19_029	ae19_029.xml	True	5	47-52; 73-82; 125-147; 186-209; 217-236
ae19_030	ae19_030.xml	True	5	26-38; 53-61; 69-103; 110-146; 176-193
ae19_031	ae19_031.xml	True	6	49-72; 79-103; 122-144; 164-189; 212-235; 260-285
ae19_032	ae19_032.xml	True	5	35-41; 62-77; 86-86; 92-102; 119-128
ae19_033	ae19_033.xml	True	4	51-64; 83-93; 102-111; 128-135
ae19_034	ae19_034.xml	True	8	33-40; 60-60; 81-89; 104-123; 136-136; 171-185; 199-221; 232-241
ae19_035	ae19_035.xml	True	12	34-44; 53-53; 90-101; 113-126; 146-148; 160-224; 247-256; 270-284; 315-321; 350-350; 389-396; 405-420
ae19_036	ae19_036.xml	True	8	52-60; 99-103; 124-134; 152-172; 203-249; 282-292; 327-327; 344-361
ae19_037	ae19_037.xml	True	10	33-33; 50-69; 77-98; 132-147; 157-159; 171-179; 191-227; 260-271; 279-279; 328-351
ae19_038	ae19_038.xml	True	3	78-83; 108-116; 152-157
ae19_039	ae19_039.xml	True	6	51-73; 105-132; 150-211; 240-252; 272-298; 308-319
ae19_040	ae19_040.xml	True	10	48-48; 88-96; 126-144; 149-200; 244-257; 268-275; 284-332; 372-387; 409-409; 454-460
ae19_041	ae19_041.xml	True	2	29-60; 89-121
ae19_042	ae19_042.xml	True	5	42-54; 73-86; 128-128; 167-175; 184-193
ae19_043	ae19_043.xml	True	8	22-37; 47-58; 85-88; 122-124; 137-143; 163-251; 302-314; 331-331
ae19_044	ae19_044.xml	True	7	35-43; 79-87; 105-119; 131-136; 160-205; 233-249; 260-268
ae19_045	ae19_045.xml	True	6	32-43; 55-64; 91-115; 133-146; 155-201; 241-260
ae19_046	ae19_046.xml	True	2	36-52; 60-94
ae19_047	ae19_047.xml	True	9	34-58; 77-82; 96-113; 131-141; 159-177; 183-225; 256-265; 282-296; 331-337
ae19_048	ae19_048.xml	True	2	45-56; 92-105
ae19_049	ae19_049.xml	True	9	35-48; 69-73; 82-101; 130-139; 148-157; 165-182; 220-235; 257-265; 292-292
ae19_050	ae19_050.xml	True	7	34-41; 56-77; 108-116; 124-173; 192-210; 218-239; 257-257
ae19_051	ae19_051.xml	True	9	34-41; 58-76; 111-116; 141-163; 185-194; 202-225; 265-265; 297-306; 316-329
ae19_052	ae19_052.xml	True	9	33-48; 72-74; 93-106; 143-158; 169-177; 189-233; 265-287; 310-315; 336-346
ae19_053	ae19_053.xml	True	10	25-25; 36-41; 53-63; 97-97; 108-110; 121-131; 144-174; 211-226; 246-252; 275-304
ae19_054	ae19_054.xml	True	7	33-40; 73-83; 101-118; 137-178; 212-233; 249-263; 275-294
ae19_055	ae19_055.xml	True	16	23-32; 47-72; 88-100; 108-120; 126-133; 145-174; 200-204; 223-229; 249-261; 283-288; 317-327; 360-367; 383-409; 475-477; 503-503; 512-520
ae19_056	ae19_056.xml	True	10	29-41; 62-66; 87-97; 110-127; 153-165; 175-219; 265-266; 283-283; 303-313; 341-345
ae19_057	ae19_057.xml	True	6	43-63; 83-90; 109-166; 197-217; 261-284; 301-310
ae19_058	ae19_058.xml	True	3	46-60; 73-95; 129-152
ae19_059	ae19_059.xml	True	6	21-41; 61-69; 80-88; 110-138; 179-192; 201-211
ae19_060	ae19_060.xml	True	9	39-55; 75-79; 97-105; 139-144; 157-171; 185-231; 263-268; 289-298; 322-344
ae21_001	ae21_001.xml	True	7	21-41; 79-97; 106-128; 147-186; 223-234; 258-295; 302-328
ae21_002	ae21_002.xml	True	3	85-120; 154-178; 187-205
ae21_003	ae21_003.xml	True	4	31-59; 74-100; 115-135; 142-161
ae21_004	ae21_004.xml	True	7	52-52; 89-120; 134-165; 173-205; 224-239; 265-277; 283-296
ae21_005	ae21_005.xml	True	7	29-39; 78-93; 103-130; 146-171; 179-198; 232-248; 257-267
ae21_006	ae21_006.xml	True	16	56-56; 70-100; 126-141; 147-164; 172-179; 190-225; 240-256; 268-289; 298-317; 334-348; 389-412; 448-464; 472-505; 548-555; 594-625; 632-659
ae21_007	ae21_007.xml	True	6	100-109; 165-181; 187-201; 210-251; 276-302; 343-367
ae21_008	ae21_008.xml	True	12	28-54; 81-104; 113-137; 154-183; 191-212; 235-242; 252-278; 289-322; 375-405; 412-429; 436-466; 492-520
ae21_009	ae21_009.xml	True	3	50-63; 77-119; 149-182
ae21_010	ae21_010.xml	True	9	37-67; 101-134; 143-161; 193-212; 220-233; 245-285; 318-336; 359-389; 396-425
ae21_011	ae21_011.xml	True	10	35-75; 104-117; 147-176; 194-222; 232-255; 263-273; 283-326; 348-379; 396-410; 445-474
ae21_012	ae21_012.xml	True	4	27-37; 44-89; 103-130; 139-179
ae21_013	ae21_013.xml	True	7	40-56; 84-109; 121-156; 164-198; 283-297; 307-335; 376-398
ae21_014	ae21_014.xml	True	9	62-80; 91-118; 127-147; 182-200; 208-216; 226-302; 355-355; 397-410; 451-471
ae21_015	ae21_015.xml	True	7	14-34; 43-71; 79-111; 120-144; 175-194; 213-235; 242-248
ae21_016	ae21_016.xml	True	9	35-60; 98-124; 131-147; 189-202; 211-226; 232-285; 315-334; 357-385; 391-413
ae21_017	ae21_017.xml	True	9	37-57; 67-84; 113-151; 179-194; 202-213; 224-260; 314-346; 374-396; 402-426
ae21_018	ae21_018.xml	True	7	34-58; 67-79; 88-114; 148-167; 199-248; 304-329; 334-366
ae21_019	ae21_019.xml	True	4	29-54; 74-99; 136-156; 168-82
ae21_020	ae21_020.xml	True	6	48-73; 81-104; 115-123; 164-196; 205-225; 231-249
ae21_021	ae21_021.xml	True	7	47-78; 118-133; 168-188; 210-228; 237-250; 259-288; 335-374
ae21_022	ae21_022.xml	True	14	78-94; 122-141; 150-180; 199-246; 279-306; 341-366; 389-406; 412-430; 450-484; 494-522; 529-534; 578-592; 612-624; 633-650
ae21_023	ae21_023.xml	True	7	15-35; 45-62; 92-118; 149-166; 190-217; 237-247; 254-263
ae21_024	ae21_024.xml	True	11	44-55; 84-103; 128-149; 164-188; 210-264; 308-320; 327-352; 361-385; 406-426; 466-490; 526-555
ae21_025	ae21_025.xml	True	9	14-22; 47-99; 123-136; 170-185; 218-255; 263-301; 320-347; 369-386; 394-415
ae21_026	ae21_026.xml	True	6	29-33; 68-92; 99-101; 144-171; 188-209; 254-278
ae21_027	ae21_027.xml	True	4	32-50; 72-112; 150-170; 217-236
ae21_028	ae21_028.xml	True	11	25-44; 49-79; 104-114; 157-173; 205-220; 228-240; 246-291; 316-341; 371-399; 408-430; 439-470
ae21_029	ae21_029.xml	True	5	33-57; 90-108; 132-163; 176-201; 208-217
ae21_030	ae21_030.xml	True	7	40-40; 80-108; 117-148; 195-246; 258-278; 294-302; 344-366
ae21_031	ae21_031.xml	True	13	43-64; 86-108; 122-148; 193-234; 265-265; 293-325; 338-364; 403-416; 424-439; 446-473; 514-531; 573-606; 612-631
ae21_032	ae21_032.xml	True	7	24-35; 75-109; 147-152; 181-223; 230-263; 285-302; 309-333
ae21_033	ae21_033.xml	True	4	48-69; 99-124; 131-146; 155-175
ae21_034	ae21_034.xml	True	6	42-62; 71-97; 105-105; 140-163; 198-211; 217-231
ae21_035	ae21_035.xml	True	5	17-41; 48-86; 95-128; 164-180; 193-204
ae21_036	ae21_036.xml	True	8	47-47; 77-91; 98-130; 135-163; 187-215; 293-306; 314-327; 372-386
ae21_037	ae21_037.xml	True	8	58-82; 88-116; 126-160; 210-224; 250-294; 336-376; 402-438; 444-477
ae21_038	ae21_038.xml	True	5	57-75; 87-116; 124-164; 188-203; 211-227
ae21_039	ae21_039.xml	True	14	71-86; 121-136; 144-176; 199-231; 270-289; 321-355; 371-406; 416-434; 458-485; 494-529; 538-547; 590-609; 626-642; 652-663
ae21_040	ae21_040.xml	True	6	35-59; 64-89; 100-137; 168-182; 223-239; 270-283
ae21_041	ae21_041.xml	True	5	45-62; 69-97; 126-135; 177-195; 202-215
ae21_042	ae21_042.xml	True	4	27-64; 81-98; 137-157; 171-199
ae21_043	ae21_043.xml	True	3	45-82; 92-132; 156-180
ae21_044	ae21_044.xml	True	11	46-64; 71-95; 112-134; 172-187; 199-227; 279-300; 308-314; 351-374; 402-424; 446-458; 468-479
ae21_045	ae21_045.xml	True	2	37-69; 87-117
ae21_046	ae21_046.xml	True	8	85-99; 136-165; 175-196; 217-269; 285-304; 311-336; 375-410; 417-417
ae21_047	ae21_047.xml	True	6	52-84; 92-125; 136-136; 183-206; 229-250; 258-272
ae21_048	ae21_048.xml	True	6	38-72; 96-110; 151-185; 193-224; 243-260; 266-280
ae21_049	ae21_049.xml	True	4	37-66; 74-119; 147-170; 199-222
ae21_050	ae21_050.xml	True	3	91-123; 161-177; 186-221
ae21_051	ae21_051.xml	True	7	33-46; 58-71; 117-142; 164-188; 194-218; 227-278; 311-330
ae21_052	ae21_052.xml	True	4	55-83; 134-156; 166-197; 211-247
ae21_053	ae21_053.xml	True	11	45-52; 96-122; 148-167; 189-210; 217-231; 241-290; 307-328; 351-386; 398-422; 438-447; 459-475
ae21_054	ae21_054.xml	True	8	43-86; 100-128; 136-167; 215-241; 248-304; 338-361; 385-430; 440-465
ae21_055	ae21_055.xml	True	8	40-71; 79-79; 117-142; 162-178; 188-200; 213-250; 317-338; 364-379
ae21_056	ae21_056.xml	True	6	16-49; 65-113; 121-130; 171-200; 240-277; 322-344
ae21_057	ae21_057.xml	True	6	32-40; 83-141; 155-197; 205-229; 251-271; 277-301
ae21_058	ae21_058.xml	True	3	43-79; 98-139; 171-194
ae21_059	ae21_059.xml	True	7	48-75; 115-134; 154-183; 208-254; 278-313; 350-360; 404-421
ae21_060	ae21_060.xml	True	9	44-49; 74-101; 120-153; 185-201; 207-227; 236-278; 299-337; 376-402; 443-461
ae26_001	ae26_001.xml	True	7	62-105; 134-151; 157-197; 219-255; 286-286; 299-299; 340-357
ae26_002	ae26_002.xml	True	7	44-80; 89-102; 107-140; 151-185; 203-237; 262-274; 283-292
ae26_003	ae26_003.xml	True	7	95-113; 117-129; 137-161; 184-208; 222-227; 240-273; 334-357
ae26_004	ae26_004.xml	True	7	33-62; 70-95; 124-166; 176-181; 192-234; 280-308; 315-341
ae26_005	ae26_005.xml	True	7	85-109; 122-137; 167-185; 211-305; 311-311; 332-354; 362-373
ae26_006	ae26_006.xml	True	12	58-58; 102-111; 139-139; 185-194; 208-217; 224-253; 317-343; 349-349; 389-404; 426-450; 460-474; 484-490
ae26_007	ae26_007.xml	True	4	67-81; 135-155; 163-190; 200-227
ae26_008	ae26_008.xml	True	3	54-96; 106-117; 161-184
ae26_009	ae26_009.xml	True	3	79-107; 123-177; 206-234
ae26_010	ae26_010.xml	True	3	85-98; 143-176; 183-183
ae26_011	ae26_011.xml	True	6	76-108; 124-173; 179-189; 198-207; 214-256; 301-327
ae26_012	ae26_012.xml	True	5	49-79; 88-109; 129-208; 234-244; 253-263
ae26_013	ae26_013.xml	True	3	28-72; 84-131; 145-189
ae26_014	ae26_014.xml	True	7	66-105; 137-137; 178-201; 218-236; 242-258; 262-305; 370-398
ae26_015	ae26_015.xml	True	5	44-62; 79-126; 159-177; 215-232; 243-259
ae26_016	ae26_016.xml	True	5	66-78; 89-118; 125-144; 159-174; 182-196
ae26_017	ae26_017.xml	True	7	58-95; 106-129; 151-166; 178-242; 253-265; 280-289; 297-310
ae26_018	ae26_018.xml	True	4	43-63; 88-128; 169-180; 214-218
ae26_019	ae26_019.xml	True	3	119-119; 158-200; 216-246
ae26_020	ae26_020.xml	True	6	35-69; 123-143; 172-195; 203-214; 220-310; 386-421
ae26_021	ae26_021.xml	True	6	31-72; 121-121; 169-209; 217-241; 255-266; 281-286
ae26_022	ae26_022.xml	True	7	104-128; 136-175; 188-267; 276-324; 393-428; 447-465; 473-484
ae26_023	ae26_023.xml	True	9	37-64; 83-83; 113-138; 155-173; 182-196; 203-254; 304-319; 346-369; 384-394
ae26_024	ae26_024.xml	True	5	63-96; 109-131; 153-161; 195-195; 235-284
ae26_025	ae26_025.xml	True	9	51-83; 91-110; 120-134; 188-218; 232-249; 264-278; 295-322; 394-418; 425-464
ae26_026	ae26_026.xml	True	16	54-88; 100-144; 190-190; 213-213; 221-232; 243-273; 307-349; 360-377; 409-422; 441-441; 482-495; 501-514; 526-558; 628-661; 673-698; 707-721
ae26_027	ae26_027.xml	True	6	74-112; 119-150; 170-225; 243-261; 321-348; 354-375
ae26_028	ae26_028.xml	True	8	105-105; 145-167; 180-195; 232-243; 250-266; 275-325; 351-359; 405-436
ae26_029	ae26_029.xml	True	6	32-56; 101-101; 144-171; 179-197; 213-218; 230-236
ae26_030	ae26_030.xml	True	10	84-98; 108-150; 191-218; 237-270; 298-312; 323-336; 345-370; 427-449; 473-473; 514-530
ae26_031	ae26_031.xml	True	8	117-146; 154-176; 205-218; 226-240; 248-254; 295-299; 351-360; 391-418
ae26_032	ae26_032.xml	True	5	109-159; 171-202; 211-269; 289-311; 321-330
ae26_033	ae26_033.xml	True	6	94-102; 116-181; 192-226; 251-251; 303-352; 387-412
ae26_034	ae26_034.xml	True	7	42-74; 87-87; 133-150; 157-170; 180-234; 318-378; 386-424
ae26_035	ae26_035.xml	True	8	91-110; 161-186; 223-223; 268-280; 289-328; 429-475; 489-551; 562-562
ae26_036	ae26_036.xml	True	4	107-107; 155-178; 194-209; 217-225
ae26_037	ae26_037.xml	True	7	56-81; 92-196; 208-251; 264-305; 359-419; 417-496; 503-519
